GeoFIPS,Region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
18091,La Porte County,2977773,3022417,3090530,3308401,3391290,3526660,3675066,3780955,3491711,3698159,3800001,3879188,3993166,4126519,3997955,4036593,4105788,4378771,4296215,4171122,4759706,5301184,5676096
18093,Lawrence County,943572,1015805,1027810,1094332,1122998,1161487,1147773,1156346,968839,1155895,1065988,1037933,1161824,1232946,1259727,1284783,1280171,1399615,1404192,1331933,1633609,1741168,1769168
18095,Madison County,3021616,3154729,3238400,3141220,3117920,3223273,3149071,3083537,3024370,3153156,3197569,3282955,3340026,3522748,3636270,3709276,3760884,3922665,4040444,4028418,4535958,4861365,5212353
18097,Marion County,52838544,54116213,56241892,60712148,62312467,65606354,70220031,75717644,77486749,80067813,81622084,81887388,84709369,87057527,84212720,87311715,90087361,94787749,98178970,99692169,110094722,122740377,129886599
18099,Marshall County,1129184,1168929,1202963,1276960,1323910,1403630,1480634,1452493,1300915,1415013,1464817,1517765,1620133,1668013,1585676,1640427,1681722,1722329,1729275,1708029,1868832,2093247,2243321
18101,Martin County,508910,524571,688086,663865,724043,763654,687335,731903,766192,831433,889572,870614,822058,860832,933166,936667,1000966,1065777,1139111,1196810,1262210,1436891,1470555
18103,Miami County,669832,697817,742108,784757,794073,840736,820489,837120,746637,757750,792340,833548,867581,894364,898104,930709,992057,1006114,999061,971894,1086446,1141392,1225304
18105,Monroe County,3539593,3718584,3907508,4117642,4402245,4703489,4726274,4861374,5006908,5086978,5196989,5348084,5610074,6043850,6139799,6407873,6907315,7300572,7352625,7269168,7686314,8400925,8893355
18107,Montgomery County,1120844,1199032,1203957,1270646,1239173,1324909,1477071,1534164,1413099,1507673,1447757,1408822,1538633,1531057,1621247,1607494,1610818,1718663,1694864,1645445,1946424,2225311,2311759
18109,Morgan County,1006143,1060045,1130894,1216587,1302386,1377968,1393992,1385001,1338048,1389800,1375156,1316424,1416508,1430168,1449084,1576269,1637497,1763269,1942281,2000650,1982531,2331124,2509308
18111,Newton County,245467,275936,277742,317816,302351,321109,363748,375800,289064,304534,335653,330791,396633,395221,367487,324099,318150,341474,344376,373006,447328,497164,488033
18113,Noble County,1203959,1299749,1399857,1425260,1440429,1446152,1510519,1413417,1228021,1459810,1551216,1591607,1755876,1869620,1907069,1919748,1874969,1984522,2018563,1945105,2155583,2362765,2516918
18115,Ohio County,226865,237589,224491,224427,221652,199051,209950,228057,250925,257724,173462,142233,108289,114719,125202,121420,136347,135102,124380,131779,143334,137346,148360
18117,Orange County,344283,351906,365739,383516,400546,470729,507988,530093,484858,498568,523279,561931,572033,579581,632754,638474,698406,757082,680459,634542,729537,880359,896478
18119,Owen County,300527,325947,346595,377678,434661,439826,456591,426473,427217,464118,477227,449686,426983,442877,447729,472246,499575,526027,547324,564983,632342,699016,748368
18121,Parke County,210656,211258,226814,240844,235656,246917,265786,275533,265945,277490,278678,262869,313314,294030,302782,309780,332800,341472,361309,399571,468714,493783,548636
18123,Perry County,359301,403545,418131,463577,457196,465443,528732,601946,485926,674405,660835,612705,654880,726660,793891,799119,749426,782229,769228,692549,874368,987347,1023226
18125,Pike County,560620,538034,551530,580902,579447,651302,661155,710350,792588,866610,792609,825785,930615,936552,765218,769189,820453,701817,761554,686156,829782,933423,701734
18127,Porter County,3774139,4018889,4184192,4772747,4801460,4950966,5792088,5870150,4847147,5477449,5611330,6056105,6448207,6510877,6612221,6944923,7254608,8087959,8136065,7107822,8317682,9536343,9897777
18129,Posey County,1214509,1174562,1470578,2079698,2009816,1393924,1752770,2141123,2048374,2012468,2320818,1997143,1421444,1191025,1295965,1527979,2260375,3141900,3457333,2725155,5287348,7206353,6891436
18131,Pulaski County,297382,305310,306886,381265,382165,396597,423805,429791,342558,431524,463543,500456,545555,545577,533406,567907,585043,611797,642518,671198,761928,882289,962969
18133,Putnam County,675475,704808,743396,780954,788703,826700,839097,847107,834806,863634,863762,895495,993485,962493,1018114,1092898,1144733,1169513,1177489,1159615,1237703,1306397,1418894
18135,Randolph County,519082,528498,587112,596062,560621,561189,610560,631143,622572,687557,758474,735840,803337,818180,782193,738655,765259,785709,813504,787184,1002156,1170592,1199034
18137,Ripley County,968552,1067327,1051738,1072098,1075844,1076939,1057159,1090492,1106088,1184931,1197911,1094402,1065218,1098223,1111751,1119960,1163169,1160966,1183814,1211891,1307952,1317962,1324832
18139,Rush County,386342,367494,405843,448510,440550,458340,462780,487585,454871,468333,473823,477504,528776,510306,447337,512978,567825,632858,631528,584403,709680,771440,822524
18141,St. Joseph County,8535449,8884566,9501525,9982609,10298972,10809539,11194617,11022704,10217617,10783192,11035128,11520516,11952248,12696156,13152077,13303654,13648464,14557794,15214680,14603337,15956747,17347770,18508352
18143,Scott County,450548,488474,493145,531689,541777,553953,549229,551879,535517,551908,544123,541046,557755,590701,621345,665169,706888,737924,735871,733337,795252,817018,880405
18145,Shelby County,1156659,1220720,1296655,1366312,1372438,1414546,1455056,1499210,1415618,1525055,1547981,1620636,1838809,1803234,1826998,1894454,1933333,2080309,2116884,2004065,2225529,2515366,2722474
18147,Spencer County,872461,845712,897199,918991,945133,1087235,975667,1132458,1180666,1215026,1210408,1376497,1350753,1395639,1230528,1236984,1248884,1249164,1155499,922830,1147435,1260866,1147163
18149,Starke County,282466,300069,306706,327452,328196,360220,375022,383222,373639,408488,381914,402874,435785,438840,435217,455213,461052,522120,545872,570699,634353,648655,701171
18151,Steuben County,915406,985733,996737,1017906,1027768,1034251,1084342,1056393,990113,1076190,1112195,1183100,1267116,1321926,1322306,1347214,1401064,1484983,1532726,1475700,1660097,1826621,1920542
18153,Sullivan County,501579,484737,533436,540665,545913,570636,586666,631943,718479,862237,1031153,1048784,1119804,1068209,929090,967032,916719,922480,954953,851603,1096545,1264951,1277022
18155,Switzerland County,181077,179218,183071,190418,185087,196522,204481,217882,216244,211955,211611,226593,227960,223786,230089,221992,235232,258230,260124,236285,279105,299455,320944
18157,Tippecanoe County,4955145,5131959,5453337,5726298,6040995,6413767,6815777,6766372,6350498,6831623,7045726,7346172,7683797,8194117,8672721,9130468,9794693,10591239,10797297,10269568,10816594,12038752,13047003
18159,Tipton County,317143,360222,350045,375336,353136,360266,379678,375685,338215,356866,386151,425254,487802,488815,473851,494987,497493,612920,604627,638947,715030,777218,807973
18161,Union County,100970,103859,112910,122813,120803,130116,122977,133988,134440,138776,132943,125115,146231,135875,130837,133486,142289,149634,145499,152600,169626,188297,201523
18163,Vanderburgh County,7093481,7500999,7738974,8230339,8593782,8915858,8742598,9232999,9138453,9348970,9661664,9910832,9870172,10195074,10475670,10639937,11287039,11468143,11962561,11555295,12693053,13767650,14719029
18165,Vermillion County,537773,548122,588049,656985,643083,659861,722277,735134,756595,797700,778294,727177,857388,824667,783444,852609,903387,899984,842316,923880,1069366,1191936,1201934
18167,Vigo County,3190642,3386299,3569819,3722195,3869152,4104158,4207205,4298706,4169454,4222374,4191506,4332964,4866796,5050346,4765285,4566449,4562584,4694701,4793350,4816077,5342184,5799503,6203656
18169,Wabash County,786208,810982,892579,918153,909379,947433,986583,941127,843760,930205,975764,1081094,1131625,1174344,1184700,1142922,1152613,1194648,1217349,1195985,1401130,1584528,1684616
18171,Warren County,122576,139939,138102,161825,156260,176911,201038,211336,196893,204237,231836,235887,278629,261005,204839,232016,218995,228905,224499,236431,350896,393952,389414
18173,Warrick County,1082205,1274121,1282125,1443574,1423808,1463994,1655598,1744862,1637183,2031444,2037554,2014004,2122155,2141024,2155670,2149851,2246590,2413140,2421199,2433351,2867539,3080123,3213988
18175,Washington County,420624,411298,438199,448735,461021,489377,477082,439156,398269,433710,471216,518212,575972,602338,646708,601463,646723,679866,652356,650826,765431,901960,920220
18177,Wayne County,2098076,2208327,2214612,2280691,2297136,2329274,2327805,2363377,2212798,2326790,2369673,2450877,2505914,2594883,2574194,2656255,2760787,2883759,2939456,2877472,3145329,3443339,3697593
18179,Wells County,673123,704555,776985,799695,819179,811752,844264,864836,839024,903766,955192,998496,1076075,1161705,1123087,1078796,1083817,1175119,1141121,1119241,1343404,1498442,1567291
18181,White County,559499,575577,576733,640017,650789,660680,719117,745941,648970,771557,845228,826153,917522,945006,946207,977585,944311,1005265,1001534,1085111,1267849,1462745,1498809
18183,Whitley County,662289,706006,770495,831934,859801,899674,1023678,976239,875079,987106,985183,1079206,1120490,1171795,1200750,1293221,1398013,1609142,1617330,1527000,1990959,2305267,2333473
19000,Iowa,94922619,98669407,105329732,117149838,122866107,127670802,137590223,137749220,137094318,142497665,149026089,158553073,162414980,173734222,181471666,183834825,187124993,193155082,196262458,198609585,223870873,242752881,254031974
19001,Adair County,192444,207804,213967,264721,231430,240901,238591,274835,252893,250175,294180,291579,325659,319987,339861,335857,349809,369589,388654,469924,579220,660564,664678
19003,Adams County,104814,122634,108328,133085,113004,105770,103568,140810,155097,185097,228633,162073,194618,225313,233659,239325,234992,225048,227160,203772,260910,281620,289891
19005,Allamakee County,370481,373842,405775,449132,450513,460591,479043,489150,473546,509975,543657,526817,577436,619443,625147,658913,628558,617692,614293,628017,653880,732170,706983
19007,Appanoose County,246212,262379,283872,310236,312182,312035,298246,337807,350015,342970,367762,355439,371962,374347,405922,404663,410365,416034,421550,433459,497511,503896,520684
19009,Audubon County,128070,137581,136007,185169,171624,183694,191351,280384,240090,237259,255080,225152,247506,239467,219140,225441,261283,268730,302276,289211,375824,460359,476583
19011,Benton County,419452,451336,451314,503744,483250,500068,558067,591836,580688,620463,684996,689523,735556,740856,762981,767172,809714,859889,893475,894992,1065343,1143871,1194423
19013,Black Hawk County,4264961,4547963,4560748,5197561,5525340,5714034,5997379,6079503,6315029,6732923,6707152,8581888,7633162,8858823,8485844,7695704,7815015,8102036,8231184,8270428,8908571,9494821,10239674
19015,Boone County,594783,641430,690734,743924,759211,770926,829634,851668,914874,921355,967575,955908,1011878,1003626,976701,982749,942446,1013440,1060722,1079813,1211433,1307153,1326541
19017,Bremer County,589847,616409,637597,773568,839093,824204,905025,825759,797116,814840,892501,993941,992756,1075337,1124307,1122749,1113008,1146034,1165437,1156974,1318407,1474717,1516404
19019,Buchanan County,401365,413501,416260,477670,502276,519770,557667,548037,576133,578609,689984,683417,734251,735365,692756,753056,795147,794097,791828,785062,937586,1066686,1090011
19021,Buena Vista County,616236,638887,673736,761632,763381,784026,879360,1014120,1062413,1115543,1154916,1219867,1413164,1635181,1851146,1367207,1246013,1320272,1214358,1295395,1482289,1710886,1779393
19023,Butler County,242976,259001,251084,337123,330318,334225,380158,374003,370652,431368,496553,490698,496729,468497,432827,394149,426299,426862,436589,426349,616428,721495,745146
19025,Calhoun County,193098,207507,220264,278111,283147,281888,332445,365177,301446,346112,405054,405844,432981,433051,360864,402728,400377,418348,409799,390937,516155,608084,581095
19027,Carroll County,654451,664147,715526,852599,884774,927246,978760,999151,975578,1092606,1150479,1175309,1242542,1297716,1301462,1381148,1428122,1415635,1348733,1359345,1556344,1758823,1765949
19029,Cass County,324672,344094,353576,418967,413493,436696,439561,494627,477682,475647,531500,580024,613677,627052,658089,652340,683709,714890,699149,676071,799161,891382,949790
19031,Cedar County,337892,355865,372327,396879,382453,405362,432785,455442,448809,485749,568570,579378,612186,614091,591028,581771,589352,628829,625706,594406,781297,863551,835956
19033,Cerro Gordo County,1453966,1508965,1694887,1895650,2057266,2069260,2155447,2073976,2011459,2069151,2111530,2215108,2322613,2444338,2578559,2672474,2535359,2560103,2539668,2598033,2947793,3262278,3514665
19035,Cherokee County,352881,377129,411771,450337,462563,607982,691116,633819,638223,657044,627445,621460,667262,750849,725863,690012,680469,719874,636991,652249,831103,1017280,1048894
19037,Chickasaw County,273676,278253,287369,340986,353424,351805,376170,407749,406068,456279,536913,536240,618931,668229,700928,717238,669950,700634,655050,622330,826551,994923,1036817
19039,Clarke County,228066,239128,244292,262306,281691,301202,322708,330193,329334,326327,319290,335652,350172,366709,406287,407784,414907,451446,416931,422953,468135,539861,552797
19041,Clay County,539831,546905,590493,650551,654742,664714,722124,776267,732860,792385,880363,919292,925336,957775,964767,910065,938222,1025404,1052794,1060519,1179257,1384997,1430722
19043,Clayton County,388922,401693,425139,484995,490112,494668,498444,516339,475608,558790,656085,676633,730404,790585,796205,815875,879202,893257,904050,849525,972946,1130748,1141019
19045,Clinton County,1717201,1796757,1883463,1995602,1943005,2011390,2002822,2047065,2154433,2213653,2306099,2239492,2338785,2310832,2425795,2350056,2355840,2373787,2295758,2304064,2665800,2833190,2909338
19047,Crawford County,421938,442529,477187,556479,578327,636017,767117,831980,756127,717326,763269,814599,852298,800640,783057,767451,782006,808446,780080,761344,921925,991113,1048657
19049,Dallas County,856226,924073,1067205,1551539,1795975,2007614,2523712,2606456,2683324,2950175,3285740,3874778,4006524,4484054,4913694,5252825,5242758,5485330,6273062,7009668,7817118,8970224,10067389
19051,Davis County,130939,140435,138090,150287,148540,152090,152730,156766,166145,179920,192823,213131,243389,211766,222337,222628,260100,285410,269812,263533,318864,388846,382786
19053,Decatur County,110073,108654,116666,143737,145400,145317,141421,157586,162252,160750,172552,175003,179710,181859,191850,203678,217191,228729,220495,219868,259592,278968,259916
19055,Delaware County,391388,387062,408342,445620,460751,502059,535527,576895,589404,671441,737903,697989,831829,846065,923762,940798,993535,964650,904611,917074,1020506,1196281,1230872
19057,Des Moines County,1455138,1476345,1505446,1585673,1607134,1747094,1817424,1789790,1709442,1665326,1784432,1839992,2021349,2156258,2285898,2351505,2351938,2326351,2283773,2303670,2498815,2593176,2718196
19059,Dickinson County,522502,571947,592452,627917,639890,626687,665349,652069,693744,765739,790383,856986,849851,896704,946216,947738,974131,999096,1032482,1022208,1189799,1336638,1410297
19061,Dubuque County,2905791,3085441,3279125,3710893,4059654,4260592,4571032,4426561,4307817,4642049,4681155,5473445,5287927,5865840,6111644,6031949,6389591,6494713,6930486,7065775,7454583,8312224,9017369
19063,Emmet County,264042,282840,294820,316004,308046,305119,348839,358063,339863,377152,399757,434036,437359,440856,413207,353397,364613,407955,384393,356279,440094,502743,453570
19065,Fayette County,410404,423459,425625,500915,515666,505562,557915,556590,523401,599904,699665,714244,742171,768573,736235,731663,768532,791818,758553,749562,860027,1003449,1005081
19067,Floyd County,508657,522581,492556,539163,507313,534536,505039,599080,585734,658533,637894,607021,754963,730962,769396,818066,860567,891854,827399,787352,987188,1104964,1130141
19069,Franklin County,255132,269699,274620,354733,348736,373431,429415,396797,390219,446454,537954,567271,619326,655373,574287,556573,599974,606362,584741,560654,732180,849371,815940
19071,Fremont County,221554,224772,258518,292997,273472,290880,297366,308156,342267,328554,330002,344745,315133,287640,290299,302858,274821,270113,339313,314823,421644,433803,444671
19073,Greene County,197615,228829,242528,283794,262090,260015,320056,324894,359580,352610,432157,428897,472353,455856,407736,402271,448337,488865,488589,489284,648831,713473,680582
19075,Grundy County,296439,311023,323076,372603,362787,381254,401234,435712,436581,446598,473285,495268,494285,477467,478549,480425,492032,502678,522536,532619,687175,764257,765868
19077,Guthrie County,185745,206859,229110,308456,315940,349328,391974,412788,338449,349126,410513,409845,478176,500000,484411,468192,478395,492302,436186,476241,582849,680608,701398
19079,Hamilton County,495305,473924,566010,664445,669187,862500,841290,698798,596147,638686,698373,675643,802108,863761,821299,794594,853092,903464,777195,694639,916227,1099316,1033860
19081,Hancock County,438395,507540,514671,600015,558248,558134,578160,549425,430664,587005,673487,735788,799353,866388,815731,736820,825161,851192,803100,744122,935361,1125197,1100458
19083,Hardin County,547318,553506,530776,650425,653144,700848,771633,743650,692015,787143,882369,899828,937967,983954,875103,853951,884415,884688,823301,770837,1035028,1243690,1230235
19085,Harrison County,254725,283202,293270,336946,315157,319756,340959,382136,404965,373694,421126,437313,462400,418594,422724,424865,433075,448589,466567,448369,590069,685668,700303
19087,Henry County,605912,622845,632842,709438,727942,736415,777746,783865,742019,726637,744908,795691,817850,827200,884859,897196,927769,956930,942920,969650,1086210,1175342,1179221
19089,Howard County,232934,263221,257782,303636,318309,311664,334802,309655,246602,381404,437524,450485,508832,489440,472271,460468,442544,462640,456319,453676,582529,672413,692136
19091,Humboldt County,270593,295053,287786,336545,326714,313296,327480,335808,343105,330910,419750,447030,461514,461066,447990,460976,438685,456810,473520,443970,530041,577970,596423
19093,Ida County,240865,263626,272543,314404,303422,306672,346724,381990,320711,364011,378895,389924,390719,386161,397679,405300,518075,544182,559722,619634,714812,785548,847680
19095,Iowa County,605710,676588,739377,772345,731089,813747,799141,863368,762725,830241,723406,871522,1071660,1003977,836216,893032,1056869,1136798,1125211,1030812,1188403,1314808,1331267
19097,Jackson County,335985,350634,395726,433756,433175,436936,430778,459383,440144,469988,519562,542787,575500,566945,640629,700311,668674,658911,658314,694860,749359,831963,860899
19099,Jasper County,1073646,1035996,1088832,1062580,1092937,1223266,1215937,1073800,1030007,988396,1038418,1081053,1124772,1161477,1104075,1147191,1181379,1197246,1270444,1259570,1422845,1470047,1541901
19101,Jefferson County,506173,511026,550719,560070,553579,539839,547931,577625,547403,531201,550789,603076,621361,604671,634255,662823,682470,733345,740420,716649,832962,923871,925384
19103,Johnson County,4492632,4758693,5004779,5354896,5605171,6018936,6225973,6689226,6826298,7046638,7462773,7725355,8225958,8602860,8717733,9006079,9669021,9956797,10098945,10120081,10824259,11428475,11947432
19105,Jones County,370951,389102,408524,440002,439110,464039,491723,476661,469647,486942,563845,582733,639144,610073,648100,633336,645875,652090,654514,661781,770380,852212,904629
19107,Keokuk County,177677,194466,205970,233454,206717,211026,223262,243199,256418,237871,297256,326440,350612,333718,327660,364475,336176,347866,341424,319249,406181,468363,458773
19109,Kossuth County,403946,440412,492731,578958,596168,613857,688248,676501,668875,730166,831348,928988,1051575,1071872,986692,965198,938192,961627,908197,843025,1147673,1306858,1279274
19111,Lee County,1211237,1249018,1317306,1344972,1325858,1310963,1338717,1466617,1518100,1565253,1595536,1634045,1709529,1809225,2002411,1927321,1814092,1839452,1848750,1949830,2113876,2134734,2248893
19113,Linn County,8456891,8411442,9218514,10216285,10911120,11159973,12404195,12348028,12944912,13687784,14189071,14306045,14206097,15156805,16044373,16761056,16867116,17484713,17399580,17475787,19101023,20134623,20863578
19115,Louisa County,421131,410738,427710,415644,380385,434311,471253,527048,568766,552983,516560,583989,594102,617449,609454,644815,645666,702330,729652,679489,906066,893721,972087
19117,Lucas County,173510,184324,195343,218546,229920,230772,227670,242572,232516,233300,248373,258915,276742,272503,290466,297998,302851,321036,323581,338234,366141,364389,354558
19119,Lyon County,293195,289397,320346,385872,379517,423745,390379,459799,394172,518605,637413,704936,757221,865380,785964,837630,978438,934450,814778,853418,1021669,1308615,1263178
19121,Madison County,208915,224934,241191,278086,283996,302325,340107,341941,328652,321815,354516,356798,361929,362100,386579,416832,429561,441667,440254,451958,522702,612040,659658
19123,Mahaska County,442481,448477,489037,578045,581258,631131,662427,708571,671097,645103,724064,787224,791110,763536,787805,809930,864672,959720,911373,873689,1004636,1143781,1162014
19125,Marion County,1078772,1073712,1129676,1277666,1378280,1403720,1452418,1395295,1309231,1322855,1370104,1520384,1510891,1578755,1648396,1719927,1927022,2074959,2281932,2281647,2387802,2630311,2970116
19127,Marshall County,1242274,1246743,1275713,1375156,1372537,1441640,1543730,1563849,1569604,1572747,1617798,1699107,1722678,1719729,1810726,1795347,1822442,1939623,1939656,1952680,2034772,2190319,2299002
19129,Mills County,252110,265198,281285,310909,304219,323241,326652,373827,410656,381036,399439,458361,470922,449179,448598,482718,519896,555370,632973,560587,664515,648534,665583
19131,Mitchell County,248983,268663,256445,296410,295157,323874,351543,409692,375628,455277,496079,501721,594453,634089,626233,637160,619016,678415,693714,605127,781551,941515,1047860
19133,Monona County,193827,212682,229638,253068,225825,205292,249579,282675,316312,272582,292179,278101,306245,307093,334168,279780,304291,303161,329228,315858,408665,465446,516918
19135,Monroe County,227249,227189,239509,263977,270041,288200,315450,368201,416477,402618,376601,363920,370135,366462,397801,399066,402057,434835,428072,432175,518001,563936,602851
19137,Montgomery County,288477,307206,304207,351194,349376,371649,362202,378762,388161,364679,382920,396098,407569,392102,425198,420249,418016,432863,444013,439631,519376,558625,550407
19139,Muscatine County,1737756,1876599,1891095,1982904,2036896,2187195,2246912,2240954,2098063,2064226,2101179,2209113,2263158,2462572,2598455,2617793,2732058,2755050,2675973,2635606,2834571,3076816,3125865
19141,O,369987,379223,428368,467681,466897,468039,488757,539342,502346,570403,670955,706746,753817,829454,808732,897720,957344,944735,884004,884471,1013289,1197616,1178626
19143,Osceola County,202259,202786,213327,263874,255308,360458,375982,351573,241114,300326,359061,367556,424540,475115,415047,368561,447181,453352,345990,331263,427130,574517,502112
19145,Page County,366961,359112,386606,443989,445553,466127,461787,498700,529948,505340,511659,561027,585176,579755,586237,594311,608111,618681,644748,623736,756450,794087,827010
19147,Palo Alto County,240045,240770,272678,323512,329628,429916,484090,459545,376630,386976,474886,507166,574052,604560,586260,537772,588624,611318,515430,468045,638048,807543,727737
19149,Plymouth County,698259,741531,820048,916826,896183,921966,992603,1071870,1078068,1140206,1153571,1223519,1275299,1313593,1319723,1416067,1476003,1503645,1440151,1387053,1665330,1984471,2000796
19151,Pocahontas County,193108,225858,233148,273643,259460,271434,285030,369346,353015,326888,407737,468366,550761,559112,610512,610207,493271,535209,539727,472117,594768,705577,640788
19153,Polk County,19782490,20400364,22685839,25249252,27915204,28047308,31700782,28380735,28566311,29372949,29559940,31947664,31584021,36697683,41089597,43441326,43240294,44415393,46799361,49039181,54607737,56112999,59256524
19155,Pottawattamie County,2315136,2426867,2624926,2864465,2986499,3250061,3437408,3798433,3955619,3691400,3733995,4018356,4132098,4238273,4359775,4381604,4349095,4620900,4571277,4365634,4864832,5458281,5782771
19157,Poweshiek County,609082,666008,720042,815179,819055,819463,891214,831856,808397,838631,957765,1017437,1013205,1091708,1117756,1049384,1051882,1119159,1149428,1216059,1387177,1567427,1551119
19159,Ringgold County,76975,76392,79777,106473,103337,101389,90230,103872,118604,120727,137626,141151,168538,166040,167681,155604,189216,192564,188461,178852,213970,226298,211159
19161,Sac County,238046,247764,243561,320000,307871,302399,356626,390071,355368,416086,460622,465341,534041,541257,528023,504656,523685,538179,509141,482543,647976,782874,776394
19163,Scott County,5437043,5743694,5912386,6409449,6933775,7098041,7372979,7422505,7289056,7574490,7946229,8482178,8500304,8745833,9099174,9061598,9505890,9651781,9994501,9848676,10780526,11762100,12795009
19165,Shelby County,292540,313408,313260,383530,388131,397038,426470,494859,503346,526451,617342,707978,705486,690828,714687,684695,676877,713992,722933,695594,888778,972899,1037217
19167,Sioux County,1018874,1124325,1280189,1370895,1398444,1507169,1500335,1611590,1429165,1626487,1793905,1942768,2068392,2301963,2417650,2378931,2622378,2654740,2373916,2543259,2717661,3321345,3348933
19169,Story County,2461442,2600327,2787633,2984893,3149199,3346837,3535627,3761141,3753160,3848594,4070535,4358683,4764402,5028581,5219072,5183854,5502762,5688091,5874765,5869528,6497617,6967516,7288490
19171,Tama County,332571,353889,334061,426543,407903,426082,482091,486436,503533,490577,549601,566701,563877,533420,546699,587589,569743,619241,630022,682527,811996,863096,872100
19173,Taylor County,100911,110207,126071,163694,155608,161420,178474,191181,202768,195310,202116,199966,235630,218829,229821,201175,244356,252493,258864,256711,342336,370388,379276
19175,Union County,318758,340455,345935,406146,416434,435840,445266,478870,478281,524221,542388,550030,571894,589619,580012,546736,589546,644885,678950,710100,873542,979971,988894
19177,Van Buren County,115073,127067,142488,182833,176174,191187,198762,205695,195226,202421,213619,250770,236954,233384,219582,210948,230317,242381,233035,228190,271627,318992,301824
19179,Wapello County,1072963,1092319,1133440,1178542,1159381,1279983,1384691,1523160,1618350,1499915,1397216,1505147,1592733,1574529,1762510,1706955,1725737,1722391,1724995,1743486,1968782,2064001,2190085
19181,Warren County,520659,562725,600865,673974,698649,726083,771379,824194,848610,848178,909851,988409,1020813,1066320,1101533,1187473,1238766,1271260,1342119,1371403,1559552,1708482,1835636
19183,Washington County,428453,441149,461500,527040,521116,579411,618796,665781,638442,710975,846033,916438,1007262,1111061,998580,998501,1151164,1225415,1218951,1050136,1424067,1732736,1654780
19185,Wayne County,101573,119045,123638,141060,138691,136719,140351,162684,173687,166754,191715,184976,216099,185003,224060,205654,220089,243725,237169,233490,304937,307920,302846
19187,Webster County,1539495,1570474,1689528,1698914,1623571,1684826,1615271,1868915,1937749,2215835,2471138,2293592,2398815,2227903,2233154,2179641,2156663,2142990,2122763,2064932,2463095,2660545,2726095
19189,Winnebago County,277940,285147,292715,335970,326209,339715,391187,400123,342057,405049,429062,434544,470087,449841,456508,401997,399037,438366,425832,458928,552083,662333,619879
19191,Winneshiek County,552069,573163,602712,670435,684722,700758,733608,775099,723042,797739,857740,877427,980283,974489,1045229,1015129,957951,1001518,1013716,1055633,1168019,1281214,1300619
19193,Woodbury County,3451439,3480960,3694079,4075433,4385176,4592154,4902959,5313386,5022845,4926127,4871968,4837618,4919365,5056987,5359496,5487181,5168011,5480065,5468211,5448877,5973366,6428522,6999587
19195,Worth County,120491,135583,138153,170558,167000,288115,331631,313283,266965,296687,323291,318246,444075,447356,411674,348832,298086,303214,315031,310716,421764,474785,494686
19197,Wright County,388526,412883,429511,499029,478470,491853,574198,604151,538128,574149,713061,752876,762646,875211,840530,675994,687566,787978,676661,658018,823579,1071706,1058355
20000,Kansas,88869746,91359013,95236255,98913682,105343948,113831815,123608880,129223192,126049666,129235713,136747073,141812106,144999332,150276120,155698974,162144500,166273557,173373004,176068770,177209634,191738149,212611622,228232415
20001,Allen County,328642,347657,366234,392824,381248,390232,406894,447729,459823,459091,491433,523967,525063,492373,507862,498435,495778,528530,571735,584556,644692,660006,692362
20003,Anderson County,122121,129939,132153,143256,145445,148354,166943,194471,199425,188534,213034,230816,246676,252274,228178,270387,234828,247888,273445,319388,477700,465642,508590
20005,Atchison County,459190,418964,396965,427182,425074,459786,517990,514344,489180,496610,543666,513355,541310,573189,605572,624176,721355,733008,736162,722357,766721,725633,776273
20007,Barber County,117820,134450,158296,154321,171098,203979,193473,229462,192098,225518,252584,269773,311506,300396,210681,201123,211551,193529,186500,187634,206043,240412,253429
20009,Barton County,654422,675228,727917,783398,833597,947550,1003467,1103422,1053286,1095165,1178014,1263643,1266888,1348596,1245396,1252328,1214744,1224740,1266618,1300180,1350397,1460047,1617593
20011,Bourbon County,384357,421577,422068,461696,470717,513001,506217,511992,517867,500077,475308,518550,542071,548768,577147,615786,611851,671461,622182,620922,642467,698155,742522
20013,Brown County,262497,240396,280762,342038,333465,324771,380455,372762,439171,370564,478309,452435,491792,470697,475417,472447,515957,581209,570810,559573,669916,632277,676112
20015,Butler County,1055964,1066928,1172533,1114011,1327083,1558346,1724146,1566929,1676404,1719366,1894485,1674943,1715490,1865973,1958787,2392823,2363638,2605607,2606591,2443708,3015272,3665026,3835609
20017,Chase County,53302,53554,53224,62877,72216,81761,83493,80828,80728,80247,82054,98985,93090,94161,104216,105715,114343,124704,118657,137898,156130,166396,167575
20019,Chautauqua County,47980,63512,58297,57681,58213,57661,56985,62637,64806,69274,73456,73248,80392,77911,72465,74248,71926,73516,70364,74489,80686,90057,108191
20021,Cherokee County,380297,379960,405134,425438,442564,455762,512185,544804,531905,571767,565322,560875,535606,533733,553275,616915,691377,777659,794773,858608,948373,1122931,1079769
20023,Cheyenne County,63989,53276,61931,51342,58066,57894,85214,92405,93847,107623,140161,120510,149792,128752,113334,103742,91485,114817,110205,126937,174683,189379,185036
20025,Clark County,54766,60701,74169,66372,74910,71871,72354,87635,77700,94539,101202,103962,109100,105068,105516,127328,181465,199795,183994,193839,235114,272275,277740
20027,Clay County,149254,157363,167330,198649,195533,209812,226233,271619,259215,273588,275882,260355,287200,269323,249532,245549,260309,281373,296566,300511,347858,331225,376061
